sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
1617,effect,effect_exposed,lookup_profile,string,,Effects,S11,0,1,Источник Effects.Lookup Profile
1618,effect,effect_control_fatigue,effect_id,string,,Effects,A12,1,1,Источник Effects.Effect ID
1619,effect,effect_control_fatigue,duration_ticks,int,,Effects,C12,1,1,Источник Effects.Duration Ticks
1620,effect,effect_control_fatigue,expiry_boundary,string,,Effects,D12,1,1,Источник Effects.Expiry Boundary
1621,effect,effect_control_fatigue,stack_group,string,,Effects,E12,1,1,Источник Effects.Stack Group
1622,effect,effect_control_fatigue,stack_policy,string,,Effects,F12,1,1,Источник Effects.Stack Policy
1623,effect,effect_control_fatigue,stack_cap,int,,Effects,G12,1,1,Источник Effects.Stack Cap
1624,effect,effect_control_fatigue,compare_key,string,,Effects,H12,1,1,Источник Effects.Compare Key
1625,effect,effect_control_fatigue,modifier_stat1,string,,Effects,I12,1,1,Источник Effects.Modifier Stat 1
1626,effect,effect_control_fatigue,operation1,string,,Effects,J12,1,1,Источник Effects.Operation 1
1627,effect,effect_control_fatigue,value1,int,,Effects,K12,1,1,Источник Effects.Value 1
1628,effect,effect_control_fatigue,modifier_stat2,string,,Effects,L12,0,1,Источник Effects.Modifier Stat 2
1629,effect,effect_control_fatigue,operation2,string,,Effects,M12,0,1,Источник Effects.Operation 2
1630,effect,effect_control_fatigue,value2,int,,Effects,N12,0,1,Источник Effects.Value 2
1631,effect,effect_control_fatigue,tags,string,,Effects,O12,1,1,Источник Effects.Tags
1632,effect,effect_control_fatigue,max_activations_per_tick,int,,Effects,P12,1,1,Источник Effects.Max Activations / Tick
1633,effect,effect_control_fatigue,max_activations_per_battle,int,,Effects,Q12,1,1,Источник Effects.Max Activations / Battle
1634,effect,effect_control_fatigue,internal_cooldown_ticks,int,,Effects,R12,1,1,Источник Effects.Internal Cooldown Ticks
1635,effect,effect_control_fatigue,lookup_profile,string,,Effects,S12,0,1,Источник Effects.Lookup Profile
1636,effect,effect_control_immunity,effect_id,string,,Effects,A13,1,1,Источник Effects.Effect ID
1637,effect,effect_control_immunity,duration_ticks,int,,Effects,C13,1,1,Источник Effects.Duration Ticks
1638,effect,effect_control_immunity,expiry_boundary,string,,Effects,D13,1,1,Источник Effects.Expiry Boundary
1639,effect,effect_control_immunity,stack_group,string,,Effects,E13,1,1,Источник Effects.Stack Group
1640,effect,effect_control_immunity,stack_policy,string,,Effects,F13,1,1,Источник Effects.Stack Policy
1641,effect,effect_control_immunity,stack_cap,int,,Effects,G13,1,1,Источник Effects.Stack Cap
1642,effect,effect_control_immunity,compare_key,string,,Effects,H13,1,1,Источник Effects.Compare Key
1643,effect,effect_control_immunity,modifier_stat1,string,,Effects,I13,1,1,Источник Effects.Modifier Stat 1
1644,effect,effect_control_immunity,operation1,string,,Effects,J13,1,1,Источник Effects.Operation 1
1645,effect,effect_control_immunity,value1,int,,Effects,K13,1,1,Источник Effects.Value 1
1646,effect,effect_control_immunity,modifier_stat2,string,,Effects,L13,0,1,Источник Effects.Modifier Stat 2
1647,effect,effect_control_immunity,operation2,string,,Effects,M13,0,1,Источник Effects.Operation 2
1648,effect,effect_control_immunity,value2,int,,Effects,N13,0,1,Источник Effects.Value 2
1649,effect,effect_control_immunity,tags,string,,Effects,O13,1,1,Источник Effects.Tags
1650,effect,effect_control_immunity,max_activations_per_tick,int,,Effects,P13,1,1,Источник Effects.Max Activations / Tick
1651,effect,effect_control_immunity,max_activations_per_battle,int,,Effects,Q13,1,1,Источник Effects.Max Activations / Battle
1652,effect,effect_control_immunity,internal_cooldown_ticks,int,,Effects,R13,1,1,Источник Effects.Internal Cooldown Ticks
1653,effect,effect_control_immunity,lookup_profile,string,,Effects,S13,0,1,Источник Effects.Lookup Profile
1654,effect,effect_grab_lockout,effect_id,string,,Effects,A14,1,1,Источник Effects.Effect ID
1655,effect,effect_grab_lockout,duration_ticks,int,,Effects,C14,1,1,Источник Effects.Duration Ticks
1656,effect,effect_grab_lockout,expiry_boundary,string,,Effects,D14,1,1,Источник Effects.Expiry Boundary
1657,effect,effect_grab_lockout,stack_group,string,,Effects,E14,1,1,Источник Effects.Stack Group
1658,effect,effect_grab_lockout,stack_policy,string,,Effects,F14,1,1,Источник Effects.Stack Policy
1659,effect,effect_grab_lockout,stack_cap,int,,Effects,G14,1,1,Источник Effects.Stack Cap
1660,effect,effect_grab_lockout,compare_key,string,,Effects,H14,1,1,Источник Effects.Compare Key
1661,effect,effect_grab_lockout,modifier_stat1,string,,Effects,I14,1,1,Источник Effects.Modifier Stat 1
1662,effect,effect_grab_lockout,operation1,string,,Effects,J14,1,1,Источник Effects.Operation 1
1663,effect,effect_grab_lockout,value1,int,,Effects,K14,1,1,Источник Effects.Value 1
1664,effect,effect_grab_lockout,modifier_stat2,string,,Effects,L14,0,1,Источник Effects.Modifier Stat 2
1665,effect,effect_grab_lockout,operation2,string,,Effects,M14,0,1,Источник Effects.Operation 2
1666,effect,effect_grab_lockout,value2,int,,Effects,N14,0,1,Источник Effects.Value 2
1667,effect,effect_grab_lockout,tags,string,,Effects,O14,1,1,Источник Effects.Tags
1668,effect,effect_grab_lockout,max_activations_per_tick,int,,Effects,P14,1,1,Источник Effects.Max Activations / Tick
1669,effect,effect_grab_lockout,max_activations_per_battle,int,,Effects,Q14,1,1,Источник Effects.Max Activations / Battle
1670,effect,effect_grab_lockout,internal_cooldown_ticks,int,,Effects,R14,1,1,Источник Effects.Internal Cooldown Ticks
1671,effect,effect_grab_lockout,lookup_profile,string,,Effects,S14,0,1,Источник Effects.Lookup Profile
1672,effect,effect_wakeup_immunity,effect_id,string,,Effects,A15,1,1,Источник Effects.Effect ID
1673,effect,effect_wakeup_immunity,duration_ticks,int,,Effects,C15,1,1,Источник Effects.Duration Ticks
1674,effect,effect_wakeup_immunity,expiry_boundary,string,,Effects,D15,1,1,Источник Effects.Expiry Boundary
1675,effect,effect_wakeup_immunity,stack_group,string,,Effects,E15,1,1,Источник Effects.Stack Group
1676,effect,effect_wakeup_immunity,stack_policy,string,,Effects,F15,1,1,Источник Effects.Stack Policy
1677,effect,effect_wakeup_immunity,stack_cap,int,,Effects,G15,1,1,Источник Effects.Stack Cap
1678,effect,effect_wakeup_immunity,compare_key,string,,Effects,H15,1,1,Источник Effects.Compare Key
1679,effect,effect_wakeup_immunity,modifier_stat1,string,,Effects,I15,1,1,Источник Effects.Modifier Stat 1
1680,effect,effect_wakeup_immunity,operation1,string,,Effects,J15,1,1,Источник Effects.Operation 1
1681,effect,effect_wakeup_immunity,value1,int,,Effects,K15,1,1,Источник Effects.Value 1
1682,effect,effect_wakeup_immunity,modifier_stat2,string,,Effects,L15,0,1,Источник Effects.Modifier Stat 2
1683,effect,effect_wakeup_immunity,operation2,string,,Effects,M15,0,1,Источник Effects.Operation 2
1684,effect,effect_wakeup_immunity,value2,int,,Effects,N15,0,1,Источник Effects.Value 2
1685,effect,effect_wakeup_immunity,tags,string,,Effects,O15,1,1,Источник Effects.Tags
1686,effect,effect_wakeup_immunity,max_activations_per_tick,int,,Effects,P15,1,1,Источник Effects.Max Activations / Tick
1687,effect,effect_wakeup_immunity,max_activations_per_battle,int,,Effects,Q15,1,1,Источник Effects.Max Activations / Battle
1688,effect,effect_wakeup_immunity,internal_cooldown_ticks,int,,Effects,R15,1,1,Источник Effects.Internal Cooldown Ticks
1689,effect,effect_wakeup_immunity,lookup_profile,string,,Effects,S15,0,1,Источник Effects.Lookup Profile
1690,tactic,tactic_pressure,tactic_id,string,,Tactics,A6,1,1,Источник Tactics.Tactic ID
1691,tactic,tactic_pressure,approach_fp,int,,Tactics,C6,1,1,Источник Tactics.Approach FP
1692,tactic,tactic_pressure,retreat_fp,int,,Tactics,D6,1,1,Источник Tactics.Retreat FP
1693,tactic,tactic_pressure,light_fp,int,,Tactics,E6,1,1,Источник Tactics.Light FP
1694,tactic,tactic_pressure,heavy_fp,int,,Tactics,F6,1,1,Источник Tactics.Heavy FP
1695,tactic,tactic_pressure,block_fp,int,,Tactics,G6,1,1,Источник Tactics.Block FP
1696,tactic,tactic_pressure,dodge_fp,int,,Tactics,H6,1,1,Источник Tactics.Dodge FP
1697,tactic,tactic_pressure,counter_fp,int,,Tactics,I6,1,1,Источник Tactics.Counter FP
1698,tactic,tactic_pressure,grab_fp,int,,Tactics,J6,1,1,Источник Tactics.Grab FP
1699,tactic,tactic_pressure,signature_fp,int,,Tactics,K6,1,1,Источник Tactics.Signature FP
1700,tactic,tactic_pressure,resource_generator_fp,int,,Tactics,L6,1,1,Источник Tactics.Resource Generator FP
1701,tactic,tactic_pressure,resource_spender_fp,int,,Tactics,M6,1,1,Источник Tactics.Resource Spender FP
1702,tactic,tactic_pressure,target_recovery_fp,int,,Tactics,N6,1,1,Источник Tactics.Target Recovery FP
1703,tactic,tactic_pressure,target_wall_fp,int,,Tactics,O6,1,1,Источник Tactics.Target Wall FP
1704,tactic,tactic_pressure,self_wall_fp,int,,Tactics,P6,1,1,Источник Tactics.Self Wall FP
1705,tactic,tactic_pressure,low_hpfp,int,,Tactics,Q6,1,1,Источник Tactics.Low HP FP
1706,tactic,tactic_pressure,perception_delay_ticks,int,,Tactics,R6,1,1,Источник Tactics.Perception Delay Ticks
1707,tactic,tactic_pressure,repeat_penalty_fp,int,,Tactics,S6,1,1,Источник Tactics.Repeat Penalty FP
1708,tactic,tactic_counter,tactic_id,string,,Tactics,A7,1,1,Источник Tactics.Tactic ID
1709,tactic,tactic_counter,approach_fp,int,,Tactics,C7,1,1,Источник Tactics.Approach FP
1710,tactic,tactic_counter,retreat_fp,int,,Tactics,D7,1,1,Источник Tactics.Retreat FP
1711,tactic,tactic_counter,light_fp,int,,Tactics,E7,1,1,Источник Tactics.Light FP
1712,tactic,tactic_counter,heavy_fp,int,,Tactics,F7,1,1,Источник Tactics.Heavy FP
1713,tactic,tactic_counter,block_fp,int,,Tactics,G7,1,1,Источник Tactics.Block FP
1714,tactic,tactic_counter,dodge_fp,int,,Tactics,H7,1,1,Источник Tactics.Dodge FP
1715,tactic,tactic_counter,counter_fp,int,,Tactics,I7,1,1,Источник Tactics.Counter FP
1716,tactic,tactic_counter,grab_fp,int,,Tactics,J7,1,1,Источник Tactics.Grab FP
1717,tactic,tactic_counter,signature_fp,int,,Tactics,K7,1,1,Источник Tactics.Signature FP
1718,tactic,tactic_counter,resource_generator_fp,int,,Tactics,L7,1,1,Источник Tactics.Resource Generator FP
1719,tactic,tactic_counter,resource_spender_fp,int,,Tactics,M7,1,1,Источник Tactics.Resource Spender FP
1720,tactic,tactic_counter,target_recovery_fp,int,,Tactics,N7,1,1,Источник Tactics.Target Recovery FP
1721,tactic,tactic_counter,target_wall_fp,int,,Tactics,O7,1,1,Источник Tactics.Target Wall FP
1722,tactic,tactic_counter,self_wall_fp,int,,Tactics,P7,1,1,Источник Tactics.Self Wall FP
1723,tactic,tactic_counter,low_hpfp,int,,Tactics,Q7,1,1,Источник Tactics.Low HP FP
1724,tactic,tactic_counter,perception_delay_ticks,int,,Tactics,R7,1,1,Источник Tactics.Perception Delay Ticks
1725,tactic,tactic_counter,repeat_penalty_fp,int,,Tactics,S7,1,1,Источник Tactics.Repeat Penalty FP
1726,tactic,tactic_position,tactic_id,string,,Tactics,A8,1,1,Источник Tactics.Tactic ID
1727,tactic,tactic_position,approach_fp,int,,Tactics,C8,1,1,Источник Tactics.Approach FP
1728,tactic,tactic_position,retreat_fp,int,,Tactics,D8,1,1,Источник Tactics.Retreat FP
1729,tactic,tactic_position,light_fp,int,,Tactics,E8,1,1,Источник Tactics.Light FP
1730,tactic,tactic_position,heavy_fp,int,,Tactics,F8,1,1,Источник Tactics.Heavy FP
1731,tactic,tactic_position,block_fp,int,,Tactics,G8,1,1,Источник Tactics.Block FP
1732,tactic,tactic_position,dodge_fp,int,,Tactics,H8,1,1,Источник Tactics.Dodge FP
1733,tactic,tactic_position,counter_fp,int,,Tactics,I8,1,1,Источник Tactics.Counter FP
1734,tactic,tactic_position,grab_fp,int,,Tactics,J8,1,1,Источник Tactics.Grab FP
1735,tactic,tactic_position,signature_fp,int,,Tactics,K8,1,1,Источник Tactics.Signature FP
1736,tactic,tactic_position,resource_generator_fp,int,,Tactics,L8,1,1,Источник Tactics.Resource Generator FP
1737,tactic,tactic_position,resource_spender_fp,int,,Tactics,M8,1,1,Источник Tactics.Resource Spender FP
1738,tactic,tactic_position,target_recovery_fp,int,,Tactics,N8,1,1,Источник Tactics.Target Recovery FP
1739,tactic,tactic_position,target_wall_fp,int,,Tactics,O8,1,1,Источник Tactics.Target Wall FP
1740,tactic,tactic_position,self_wall_fp,int,,Tactics,P8,1,1,Источник Tactics.Self Wall FP
1741,tactic,tactic_position,low_hpfp,int,,Tactics,Q8,1,1,Источник Tactics.Low HP FP
1742,tactic,tactic_position,perception_delay_ticks,int,,Tactics,R8,1,1,Источник Tactics.Perception Delay Ticks
1743,tactic,tactic_position,repeat_penalty_fp,int,,Tactics,S8,1,1,Источник Tactics.Repeat Penalty FP
1744,tactic,tactic_signature,tactic_id,string,,Tactics,A9,1,1,Источник Tactics.Tactic ID
1745,tactic,tactic_signature,approach_fp,int,,Tactics,C9,1,1,Источник Tactics.Approach FP
1746,tactic,tactic_signature,retreat_fp,int,,Tactics,D9,1,1,Источник Tactics.Retreat FP
1747,tactic,tactic_signature,light_fp,int,,Tactics,E9,1,1,Источник Tactics.Light FP
1748,tactic,tactic_signature,heavy_fp,int,,Tactics,F9,1,1,Источник Tactics.Heavy FP
1749,tactic,tactic_signature,block_fp,int,,Tactics,G9,1,1,Источник Tactics.Block FP
1750,tactic,tactic_signature,dodge_fp,int,,Tactics,H9,1,1,Источник Tactics.Dodge FP
1751,tactic,tactic_signature,counter_fp,int,,Tactics,I9,1,1,Источник Tactics.Counter FP
1752,tactic,tactic_signature,grab_fp,int,,Tactics,J9,1,1,Источник Tactics.Grab FP
1753,tactic,tactic_signature,signature_fp,int,,Tactics,K9,1,1,Источник Tactics.Signature FP
1754,tactic,tactic_signature,resource_generator_fp,int,,Tactics,L9,1,1,Источник Tactics.Resource Generator FP
1755,tactic,tactic_signature,resource_spender_fp,int,,Tactics,M9,1,1,Источник Tactics.Resource Spender FP
1756,tactic,tactic_signature,target_recovery_fp,int,,Tactics,N9,1,1,Источник Tactics.Target Recovery FP
1757,tactic,tactic_signature,target_wall_fp,int,,Tactics,O9,1,1,Источник Tactics.Target Wall FP
1758,tactic,tactic_signature,self_wall_fp,int,,Tactics,P9,1,1,Источник Tactics.Self Wall FP
1759,tactic,tactic_signature,low_hpfp,int,,Tactics,Q9,1,1,Источник Tactics.Low HP FP
1760,tactic,tactic_signature,perception_delay_ticks,int,,Tactics,R9,1,1,Источник Tactics.Perception Delay Ticks
1761,tactic,tactic_signature,repeat_penalty_fp,int,,Tactics,S9,1,1,Источник Tactics.Repeat Penalty FP
1762,gear,gear_offense_power_wraps,gear_id,string,,Gear,A6,1,1,Источник Gear.Gear ID
1763,gear,gear_offense_power_wraps,slot,string,,Gear,C6,1,1,Источник Gear.Slot
1764,gear,gear_offense_power_wraps,stat1,string,,Gear,D6,1,1,Источник Gear.Stat 1
1765,gear,gear_offense_power_wraps,operation1,string,,Gear,E6,1,1,Источник Gear.Operation 1
1766,gear,gear_offense_power_wraps,value1,int,,Gear,F6,1,1,Источник Gear.Value 1
1767,gear,gear_offense_power_wraps,stat2,string,,Gear,G6,0,1,Источник Gear.Stat 2
1768,gear,gear_offense_power_wraps,operation2,string,,Gear,H6,0,1,Источник Gear.Operation 2
1769,gear,gear_offense_power_wraps,value2,int,,Gear,I6,0,1,Источник Gear.Value 2
1770,gear,gear_offense_power_wraps,tags,string,,Gear,J6,1,1,Источник Gear.Tags
1771,gear,gear_offense_power_wraps,normalized_value,int,,Gear,K6,1,1,Источник Gear.Normalized Value FP
1772,gear,gear_offense_precision_lens,gear_id,string,,Gear,A7,1,1,Источник Gear.Gear ID
1773,gear,gear_offense_precision_lens,slot,string,,Gear,C7,1,1,Источник Gear.Slot
1774,gear,gear_offense_precision_lens,stat1,string,,Gear,D7,1,1,Источник Gear.Stat 1
1775,gear,gear_offense_precision_lens,operation1,string,,Gear,E7,1,1,Источник Gear.Operation 1
1776,gear,gear_offense_precision_lens,value1,int,,Gear,F7,1,1,Источник Gear.Value 1
1777,gear,gear_offense_precision_lens,stat2,string,,Gear,G7,0,1,Источник Gear.Stat 2
1778,gear,gear_offense_precision_lens,operation2,string,,Gear,H7,0,1,Источник Gear.Operation 2
1779,gear,gear_offense_precision_lens,value2,int,,Gear,I7,0,1,Источник Gear.Value 2
1780,gear,gear_offense_precision_lens,tags,string,,Gear,J7,1,1,Источник Gear.Tags
1781,gear,gear_offense_precision_lens,normalized_value,int,,Gear,K7,1,1,Источник Gear.Normalized Value FP
1782,gear,gear_offense_guardbreaker,gear_id,string,,Gear,A8,1,1,Источник Gear.Gear ID
1783,gear,gear_offense_guardbreaker,slot,string,,Gear,C8,1,1,Источник Gear.Slot
1784,gear,gear_offense_guardbreaker,stat1,string,,Gear,D8,1,1,Источник Gear.Stat 1
1785,gear,gear_offense_guardbreaker,operation1,string,,Gear,E8,1,1,Источник Gear.Operation 1
1786,gear,gear_offense_guardbreaker,value1,int,,Gear,F8,1,1,Источник Gear.Value 1
1787,gear,gear_offense_guardbreaker,stat2,string,,Gear,G8,0,1,Источник Gear.Stat 2
1788,gear,gear_offense_guardbreaker,operation2,string,,Gear,H8,0,1,Источник Gear.Operation 2
1789,gear,gear_offense_guardbreaker,value2,int,,Gear,I8,0,1,Источник Gear.Value 2
1790,gear,gear_offense_guardbreaker,tags,string,,Gear,J8,1,1,Источник Gear.Tags
1791,gear,gear_offense_guardbreaker,normalized_value,int,,Gear,K8,1,1,Источник Gear.Normalized Value FP
1792,gear,gear_defense_vital_harness,gear_id,string,,Gear,A9,1,1,Источник Gear.Gear ID
1793,gear,gear_defense_vital_harness,slot,string,,Gear,C9,1,1,Источник Gear.Slot
1794,gear,gear_defense_vital_harness,stat1,string,,Gear,D9,1,1,Источник Gear.Stat 1
1795,gear,gear_defense_vital_harness,operation1,string,,Gear,E9,1,1,Источник Gear.Operation 1
1796,gear,gear_defense_vital_harness,value1,int,,Gear,F9,1,1,Источник Gear.Value 1
1797,gear,gear_defense_vital_harness,stat2,string,,Gear,G9,0,1,Источник Gear.Stat 2
1798,gear,gear_defense_vital_harness,operation2,string,,Gear,H9,0,1,Источник Gear.Operation 2
1799,gear,gear_defense_vital_harness,value2,int,,Gear,I9,0,1,Источник Gear.Value 2
1800,gear,gear_defense_vital_harness,tags,string,,Gear,J9,1,1,Источник Gear.Tags
1801,gear,gear_defense_vital_harness,normalized_value,int,,Gear,K9,1,1,Источник Gear.Normalized Value FP
1802,gear,gear_defense_reinforced_hide,gear_id,string,,Gear,A10,1,1,Источник Gear.Gear ID
1803,gear,gear_defense_reinforced_hide,slot,string,,Gear,C10,1,1,Источник Gear.Slot
1804,gear,gear_defense_reinforced_hide,stat1,string,,Gear,D10,1,1,Источник Gear.Stat 1
1805,gear,gear_defense_reinforced_hide,operation1,string,,Gear,E10,1,1,Источник Gear.Operation 1
1806,gear,gear_defense_reinforced_hide,value1,int,,Gear,F10,1,1,Источник Gear.Value 1
1807,gear,gear_defense_reinforced_hide,stat2,string,,Gear,G10,0,1,Источник Gear.Stat 2
1808,gear,gear_defense_reinforced_hide,operation2,string,,Gear,H10,0,1,Источник Gear.Operation 2
1809,gear,gear_defense_reinforced_hide,value2,int,,Gear,I10,0,1,Источник Gear.Value 2
1810,gear,gear_defense_reinforced_hide,tags,string,,Gear,J10,1,1,Источник Gear.Tags
1811,gear,gear_defense_reinforced_hide,normalized_value,int,,Gear,K10,1,1,Источник Gear.Normalized Value FP
1812,gear,gear_defense_control_brace,gear_id,string,,Gear,A11,1,1,Источник Gear.Gear ID
1813,gear,gear_defense_control_brace,slot,string,,Gear,C11,1,1,Источник Gear.Slot
1814,gear,gear_defense_control_brace,stat1,string,,Gear,D11,1,1,Источник Gear.Stat 1
1815,gear,gear_defense_control_brace,operation1,string,,Gear,E11,1,1,Источник Gear.Operation 1
1816,gear,gear_defense_control_brace,value1,int,,Gear,F11,1,1,Источник Gear.Value 1
1817,gear,gear_defense_control_brace,stat2,string,,Gear,G11,0,1,Источник Gear.Stat 2
1818,gear,gear_defense_control_brace,operation2,string,,Gear,H11,0,1,Источник Gear.Operation 2
1819,gear,gear_defense_control_brace,value2,int,,Gear,I11,0,1,Источник Gear.Value 2
1820,gear,gear_defense_control_brace,tags,string,,Gear,J11,1,1,Источник Gear.Tags
1821,gear,gear_defense_control_brace,normalized_value,int,,Gear,K11,1,1,Источник Gear.Normalized Value FP
1822,gear,gear_utility_sprint_soles,gear_id,string,,Gear,A12,1,1,Источник Gear.Gear ID
1823,gear,gear_utility_sprint_soles,slot,string,,Gear,C12,1,1,Источник Gear.Slot
1824,gear,gear_utility_sprint_soles,stat1,string,,Gear,D12,1,1,Источник Gear.Stat 1
1825,gear,gear_utility_sprint_soles,operation1,string,,Gear,E12,1,1,Источник Gear.Operation 1
1826,gear,gear_utility_sprint_soles,value1,int,,Gear,F12,1,1,Источник Gear.Value 1
1827,gear,gear_utility_sprint_soles,stat2,string,,Gear,G12,0,1,Источник Gear.Stat 2
1828,gear,gear_utility_sprint_soles,operation2,string,,Gear,H12,0,1,Источник Gear.Operation 2
1829,gear,gear_utility_sprint_soles,value2,int,,Gear,I12,0,1,Источник Gear.Value 2
1830,gear,gear_utility_sprint_soles,tags,string,,Gear,J12,1,1,Источник Gear.Tags
1831,gear,gear_utility_sprint_soles,normalized_value,int,,Gear,K12,1,1,Источник Gear.Normalized Value FP
1832,gear,gear_utility_quickening_cord,gear_id,string,,Gear,A13,1,1,Источник Gear.Gear ID
1833,gear,gear_utility_quickening_cord,slot,string,,Gear,C13,1,1,Источник Gear.Slot
1834,gear,gear_utility_quickening_cord,stat1,string,,Gear,D13,1,1,Источник Gear.Stat 1
1835,gear,gear_utility_quickening_cord,operation1,string,,Gear,E13,1,1,Источник Gear.Operation 1
1836,gear,gear_utility_quickening_cord,value1,int,,Gear,F13,1,1,Источник Gear.Value 1
1837,gear,gear_utility_quickening_cord,stat2,string,,Gear,G13,0,1,Источник Gear.Stat 2
1838,gear,gear_utility_quickening_cord,operation2,string,,Gear,H13,0,1,Источник Gear.Operation 2
1839,gear,gear_utility_quickening_cord,value2,int,,Gear,I13,0,1,Источник Gear.Value 2
1840,gear,gear_utility_quickening_cord,tags,string,,Gear,J13,1,1,Источник Gear.Tags
1841,gear,gear_utility_quickening_cord,normalized_value,int,,Gear,K13,1,1,Источник Gear.Normalized Value FP
1842,gear,gear_utility_energy_cell,gear_id,string,,Gear,A14,1,1,Источник Gear.Gear ID
1843,gear,gear_utility_energy_cell,slot,string,,Gear,C14,1,1,Источник Gear.Slot
1844,gear,gear_utility_energy_cell,stat1,string,,Gear,D14,1,1,Источник Gear.Stat 1
1845,gear,gear_utility_energy_cell,operation1,string,,Gear,E14,1,1,Источник Gear.Operation 1
1846,gear,gear_utility_energy_cell,value1,int,,Gear,F14,1,1,Источник Gear.Value 1
1847,gear,gear_utility_energy_cell,stat2,string,,Gear,G14,0,1,Источник Gear.Stat 2
1848,gear,gear_utility_energy_cell,operation2,string,,Gear,H14,0,1,Источник Gear.Operation 2
1849,gear,gear_utility_energy_cell,value2,int,,Gear,I14,0,1,Источник Gear.Value 2
1850,gear,gear_utility_energy_cell,tags,string,,Gear,J14,1,1,Источник Gear.Tags
1851,gear,gear_utility_energy_cell,normalized_value,int,,Gear,K14,1,1,Источник Gear.Normalized Value FP
1852,test_build,build_bear_default,build_id,string,,Test Builds,A6,1,0,Источник Test Builds.Build ID
1853,test_build,build_bear_default,animal_id,string,,Test Builds,C6,1,0,Источник Test Builds.Animal ID
1854,test_build,build_bear_default,special1,string,,Test Builds,D6,1,0,Источник Test Builds.Special 1
1855,test_build,build_bear_default,special2,string,,Test Builds,E6,1,0,Источник Test Builds.Special 2
1856,test_build,build_bear_default,passive,string,,Test Builds,F6,1,0,Источник Test Builds.Passive
1857,test_build,build_bear_default,offense_gear,string,,Test Builds,G6,1,0,Источник Test Builds.Offense Gear
1858,test_build,build_bear_default,defense_gear,string,,Test Builds,H6,1,0,Источник Test Builds.Defense Gear
1859,test_build,build_bear_default,utility_gear,string,,Test Builds,I6,1,0,Источник Test Builds.Utility Gear
1860,test_build,build_bear_default,tactic_id,string,,Test Builds,J6,1,0,Источник Test Builds.Tactic ID
1861,test_build,build_bear_anti_kite,build_id,string,,Test Builds,A7,1,0,Источник Test Builds.Build ID
1862,test_build,build_bear_anti_kite,animal_id,string,,Test Builds,C7,1,0,Источник Test Builds.Animal ID
1863,test_build,build_bear_anti_kite,special1,string,,Test Builds,D7,1,0,Источник Test Builds.Special 1
1864,test_build,build_bear_anti_kite,special2,string,,Test Builds,E7,1,0,Источник Test Builds.Special 2
1865,test_build,build_bear_anti_kite,passive,string,,Test Builds,F7,1,0,Источник Test Builds.Passive
1866,test_build,build_bear_anti_kite,offense_gear,string,,Test Builds,G7,1,0,Источник Test Builds.Offense Gear
1867,test_build,build_bear_anti_kite,defense_gear,string,,Test Builds,H7,1,0,Источник Test Builds.Defense Gear
1868,test_build,build_bear_anti_kite,utility_gear,string,,Test Builds,I7,1,0,Источник Test Builds.Utility Gear
1869,test_build,build_bear_anti_kite,tactic_id,string,,Test Builds,J7,1,0,Источник Test Builds.Tactic ID
1870,test_build,build_bear_counter_heavy,build_id,string,,Test Builds,A8,1,0,Источник Test Builds.Build ID
1871,test_build,build_bear_counter_heavy,animal_id,string,,Test Builds,C8,1,0,Источник Test Builds.Animal ID
1872,test_build,build_bear_counter_heavy,special1,string,,Test Builds,D8,1,0,Источник Test Builds.Special 1
1873,test_build,build_bear_counter_heavy,special2,string,,Test Builds,E8,1,0,Источник Test Builds.Special 2
1874,test_build,build_bear_counter_heavy,passive,string,,Test Builds,F8,1,0,Источник Test Builds.Passive
1875,test_build,build_bear_counter_heavy,offense_gear,string,,Test Builds,G8,1,0,Источник Test Builds.Offense Gear
1876,test_build,build_bear_counter_heavy,defense_gear,string,,Test Builds,H8,1,0,Источник Test Builds.Defense Gear
1877,test_build,build_bear_counter_heavy,utility_gear,string,,Test Builds,I8,1,0,Источник Test Builds.Utility Gear
1878,test_build,build_bear_counter_heavy,tactic_id,string,,Test Builds,J8,1,0,Источник Test Builds.Tactic ID
1879,test_build,build_bear_signature,build_id,string,,Test Builds,A9,1,0,Источник Test Builds.Build ID
1880,test_build,build_bear_signature,animal_id,string,,Test Builds,C9,1,0,Источник Test Builds.Animal ID
1881,test_build,build_bear_signature,special1,string,,Test Builds,D9,1,0,Источник Test Builds.Special 1
1882,test_build,build_bear_signature,special2,string,,Test Builds,E9,1,0,Источник Test Builds.Special 2
1883,test_build,build_bear_signature,passive,string,,Test Builds,F9,1,0,Источник Test Builds.Passive
1884,test_build,build_bear_signature,offense_gear,string,,Test Builds,G9,1,0,Источник Test Builds.Offense Gear
1885,test_build,build_bear_signature,defense_gear,string,,Test Builds,H9,1,0,Источник Test Builds.Defense Gear
1886,test_build,build_bear_signature,utility_gear,string,,Test Builds,I9,1,0,Источник Test Builds.Utility Gear
1887,test_build,build_bear_signature,tactic_id,string,,Test Builds,J9,1,0,Источник Test Builds.Tactic ID
1888,test_build,build_kangaroo_default,build_id,string,,Test Builds,A10,1,0,Источник Test Builds.Build ID
1889,test_build,build_kangaroo_default,animal_id,string,,Test Builds,C10,1,0,Источник Test Builds.Animal ID
1890,test_build,build_kangaroo_default,special1,string,,Test Builds,D10,1,0,Источник Test Builds.Special 1
